age,gender,state_of_origin,distance_from_home_km,marital_status,has_children,admission_score,secondary_school_type,secondary_cgpa,year_of_study,current_cgpa,course_load_per_semester,attendance_percentage,number_of_failed_courses,number_of_repeated_courses,semester_gpa_trend,department,program_difficulty,scholarship_status,family_income_level,fee_payment_status,has_part_time_job,receives_allowance,financial_stress_level,library_visits_per_week,online_platform_usage_hours,participation_in_clubs,has_mentor,peer_study_groups,social_integration_score,accommodation_type,health_status,stress_level,received_academic_counseling,tutoring_sessions_attended,motivation_level,career_clarity,family_support,previous_warnings,probation_status,is_stem,will_dropout
23,Male,Imo,199,Single,0,319,Public,4.01,2,2.98,22,30,13,4,Declining,Science,Moderate,Partial,Medium,Partially_Paid,1,1,Moderate,2,7,0,1,0,4,Private_Hostel,Good,Moderate,0,12,Moderate,Unclear,High,1,0,1,1
27,Male,Lagos,731,Single,0,273,Private,2.05,4,3.35,29,57,11,6,Stable,Social_Sciences,High,None,Medium,Fully_Paid,0,1,Moderate,7,2,0,0,0,5,Off_Campus,Excellent,Moderate,0,0,Moderate,Somewhat_Clear,High,4,0,0,0
22,Male,Cross_River,739,Single,0,329,Private,4.05,2,3.85,27,55,14,5,Stable,Social_Sciences,High,None,High,Partially_Paid,0,1,High,3,19,0,0,0,8,Living_with_Family,Poor,Moderate,0,3,Moderate,Very_Clear,Low,3,0,0,1
24,Female,Enugu,765,Single,0,335,Private,2.92,2,3.87,19,69,12,2,Stable,Education,Very_High,None,Medium,Owing,0,0,Moderate,12,26,0,1,1,7,Off_Campus,Excellent,Moderate,0,14,Very_High,Unclear,Low,4,0,0,1
18,Female,Delta,108,Single,0,209,Private,4.76,1,2.23,15,34,7,2,Improving,Medicine,Very_High,Full,High,Fully_Paid,0,1,Low,14,22,0,1,1,4,Off_Campus,Good,Moderate,0,7,Moderate,Very_Clear,Moderate,3,0,1,1
20,Female,Oyo,196,Single,0,302,Public,4.5,2,4.52,21,80,10,4,Improving,Education,Moderate,Partial,Low,Owing,0,1,Low,4,15,1,0,1,4,Private_Hostel,Fair,Moderate,1,19,Moderate,Clear,High,3,0,0,0
27,Male,Lagos,16,Single,1,256,Public,3.03,2,1.93,17,81,7,4,Stable,Agriculture,High,None,Low,Fully_Paid,1,1,Low,9,9,1,0,1,4,Living_with_Family,Poor,High,0,3,Very_Low,Very_Unclear,Moderate,2,0,0,1
24,Male,Oyo,92,Single,0,289,Public,3.73,2,4.41,23,76,10,0,Improving,Environmental_Studies,Moderate,Full,Medium,Owing,1,1,Moderate,13,0,0,0,1,5,Off_Campus,Fair,Moderate,0,14,High,Somewhat_Clear,Moderate,4,1,0,1
23,Male,Enugu,291,Married,0,310,Private,3.62,2,2.96,22,37,1,2,Stable,Engineering,Moderate,None,Low,Fully_Paid,0,0,Low,12,26,0,1,0,8,Living_with_Family,Fair,High,0,0,High,Somewhat_Clear,High,0,0,1,0
16,Female,Kano,61,Single,0,287,Private,3.49,3,2.1,21,76,13,3,Stable,Science,Very_High,Full,Medium,Owing,0,1,Very_High,11,25,0,0,1,7,Campus_Hostel,Fair,High,1,0,Moderate,Somewhat_Clear,High,2,0,1,1
20,Female,Enugu,17,Single,0,302,Private,3.89,5,3.94,24,63,6,6,Stable,Social_Sciences,Moderate,None,Low,Fully_Paid,0,1,Very_High,14,26,1,0,0,2,Campus_Hostel,Good,Very_High,0,18,Low,Somewhat_Clear,Very_High,2,0,0,0
23,Female,Rivers,323,Single,1,225,Public,2.18,3,3.99,13,42,8,1,Stable,Law,Moderate,None,Low,Partially_Paid,0,1,Moderate,13,5,0,0,0,7,Private_Hostel,Poor,Moderate,0,12,Moderate,Somewhat_Clear,High,4,0,0,0
16,Female,Kano,321,Single,0,288,Public,4.06,1,1.65,15,47,0,0,Stable,Engineering,High,None,High,Partially_Paid,0,1,High,1,14,0,0,1,1,Off_Campus,Good,Low,1,11,High,Clear,High,3,1,1,1
25,Female,Enugu,763,Single,1,211,Private,3.92,1,2.78,29,53,9,0,Declining,Agriculture,Low,None,High,Owing,0,1,Very_High,14,11,0,1,1,1,Campus_Hostel,Good,Low,0,11,High,Very_Unclear,Very_High,2,0,0,1
20,Female,Delta,524,Single,0,305,Private,3.72,4,4.51,25,33,7,1,Stable,Education,Moderate,None,Medium,Owing,1,1,Low,5,15,1,0,0,5,Private_Hostel,Fair,Moderate,0,1,Moderate,Somewhat_Clear,Moderate,0,0,0,0
17,Female,Delta,51,Single,0,291,Public,4.23,3,4.83,23,35,14,3,Stable,Environmental_Studies,Low,None,Medium,Owing,0,0,Low,9,11,0,1,1,6,Off_Campus,Good,Moderate,0,11,Low,Unclear,Moderate,2,0,0,0
21,Male,Ekiti,334,Single,0,187,Private,4.48,1,3.88,15,55,5,4,Improving,Agriculture,High,None,High,Owing,0,1,High,11,23,0,0,0,4,Campus_Hostel,Poor,High,0,19,Very_Low,Somewhat_Clear,Very_Low,0,0,0,1
24,Female,Ogun,117,Single,0,198,Public,3.01,2,1.6,12,72,11,3,Declining,Science,Moderate,Full,Low,Owing,1,0,Low,4,20,0,0,0,5,Campus_Hostel,Good,Low,0,5,Low,Somewhat_Clear,High,0,0,1,1
16,Female,Katsina,223,Married,0,285,Public,2.84,5,4.53,20,34,5,2,Stable,Agriculture,Low,Partial,Medium,Partially_Paid,0,0,High,14,14,0,0,1,4,Campus_Hostel,Excellent,High,0,16,High,Clear,Moderate,4,0,0,0
19,Female,Lagos,151,Single,0,243,Public,4.9,1,2.93,16,78,11,2,Declining,Engineering,Moderate,None,Low,Partially_Paid,1,0,Low,9,11,0,0,1,4,Living_with_Family,Excellent,High,0,7,Very_Low,Somewhat_Clear,Very_High,3,0,1,1
27,Male,Edo,749,Single,0,237,Public,2.12,4,4.61,20,54,10,7,Declining,Social_Sciences,Low,Partial,Medium,Fully_Paid,1,1,Moderate,6,20,0,1,0,2,Off_Campus,Fair,Low,0,1,Very_Low,Clear,High,0,0,0,0
16,Male,Kano,410,Single,0,232,Private,2.45,3,4.11,13,76,1,1,Stable,Engineering,High,Partial,Medium,Owing,0,1,Moderate,14,6,1,0,0,3,Off_Campus,Good,Low,0,18,Moderate,Clear,High,4,0,1,0
24,Female,Ekiti,468,Married,0,288,Public,2.24,2,2.75,19,78,6,7,Improving,Science,Moderate,None,Medium,Owing,1,0,Low,7,22,0,1,1,2,Living_with_Family,Excellent,High,0,1,Very_High,Very_Clear,Moderate,0,0,1,1
26,Male,Ogun,470,Single,0,317,Public,4.29,2,3.05,25,62,13,7,Improving,Engineering,High,None,Low,Partially_Paid,0,1,High,12,23,0,1,0,1,Living_with_Family,Good,Moderate,1,15,Moderate,Somewhat_Clear,High,1,1,1,1
20,Female,Cross_River,506,Single,0,298,Public,4.27,2,4.6,26,30,4,6,Declining,Engineering,Moderate,Full,Medium,Owing,0,0,Moderate,3,13,1,0,0,6,Campus_Hostel,Good,High,1,9,Low,Somewhat_Clear,Moderate,0,0,1,0
23,Male,Imo,492,Single,0,349,Public,4.44,4,2.35,29,89,6,4,Stable,Environmental_Studies,Moderate,None,Low,Fully_Paid,0,0,Very_High,6,12,0,0,0,8,Off_Campus,Excellent,High,0,5,Low,Unclear,High,3,0,0,1
18,Female,Kaduna,309,Single,0,226,Public,4.19,4,3.1,27,52,9,7,Improving,Agriculture,Moderate,None,Medium,Fully_Paid,1,1,High,14,19,1,0,1,5,Off_Campus,Good,Low,1,1,Low,Somewhat_Clear,High,3,1,0,1
18,Female,Borno,357,Single,1,210,Public,3.37,5,2.76,24,40,11,0,Improving,Law,High,None,Medium,Owing,0,0,High,10,0,0,0,0,7,Off_Campus,Good,Moderate,0,12,High,Very_Unclear,Very_Low,3,0,0,1
16,Female,Enugu,307,Single,1,259,Public,4.96,2,4.4,14,36,2,2,Stable,Business_Admin,Low,Full,Low,Fully_Paid,0,1,High,0,14,0,1,0,6,Campus_Hostel,Poor,High,1,15,Moderate,Unclear,High,1,0,0,0
17,Male,Delta,508,Married,0,224,Public,3.47,3,3.58,21,92,13,4,Improving,Education,Very_High,None,Medium,Partially_Paid,0,1,Moderate,13,22,0,0,0,5,Living_with_Family,Excellent,Very_High,0,14,Very_Low,Clear,Moderate,3,1,0,1
16,Female,Ekiti,455,Single,0,242,Public,2.45,2,3.33,29,91,10,4,Improving,Arts,Very_High,Partial,Low,Fully_Paid,1,1,Moderate,14,8,1,1,0,3,Living_with_Family,Good,Moderate,0,5,Very_Low,Somewhat_Clear,Moderate,0,0,0,0
22,Female,Cross_River,421,Single,1,324,Public,2.55,2,4.42,27,57,3,3,Improving,Education,Moderate,Partial,Low,Owing,1,0,Moderate,0,2,1,0,0,9,Campus_Hostel,Good,Moderate,0,15,High,Somewhat_Clear,High,4,1,0,0
27,Male,Ogun,577,Single,0,194,Private,2.21,4,4.58,12,92,8,1,Stable,Social_Sciences,Low,None,Low,Owing,1,1,Moderate,4,21,0,0,1,8,Private_Hostel,Excellent,Moderate,0,18,Low,Very_Clear,Moderate,2,0,0,0
24,Female,Katsina,700,Single,0,250,Public,2.83,3,4.47,19,38,2,4,Stable,Education,Moderate,None,Medium,Owing,0,0,High,3,24,0,0,1,2,Off_Campus,Good,High,0,14,Low,Unclear,High,1,0,0,0
19,Female,Kano,234,Single,0,223,Private,2.35,4,1.84,16,79,6,4,Declining,Business_Admin,High,Partial,Medium,Partially_Paid,0,1,Very_High,12,15,0,0,0,3,Private_Hostel,Good,Moderate,1,17,High,Unclear,Moderate,1,0,0,1
24,Female,Delta,41,Single,0,313,Public,4.83,4,4.28,18,31,7,0,Stable,Arts,High,None,High,Partially_Paid,0,1,Low,3,3,1,0,0,9,Private_Hostel,Poor,Moderate,0,1,High,Somewhat_Clear,Moderate,1,0,0,0
17,Female,Katsina,43,Single,0,332,Private,4.29,1,2.17,29,61,11,4,Stable,Social_Sciences,Moderate,None,Low,Owing,0,0,Moderate,9,21,0,1,1,5,Campus_Hostel,Fair,High,0,11,Moderate,Unclear,Moderate,1,0,0,1
17,Female,Rivers,741,Single,0,212,Public,3.05,4,3.39,17,72,5,7,Stable,Arts,High,None,Low,Fully_Paid,0,1,Moderate,5,21,0,1,0,9,Campus_Hostel,Good,Moderate,0,11,Low,Clear,Very_High,0,0,0,0
22,Male,Anambra,24,Single,0,312,Public,2.57,2,2.79,29,49,13,2,Declining,Arts,Moderate,None,Low,Fully_Paid,1,0,Moderate,12,11,1,0,1,6,Living_with_Family,Good,Low,0,5,Moderate,Somewhat_Clear,Very_High,2,1,0,1
17,Male,Ogun,194,Married,0,267,Private,2.98,3,2.87,20,50,6,7,Improving,Agriculture,Very_High,None,Low,Partially_Paid,1,1,Moderate,12,23,0,0,0,4,Off_Campus,Good,High,0,6,Moderate,Clear,Low,4,0,0,0
26,Male,Delta,463,Single,0,230,Public,4.22,4,2.21,20,31,5,2,Improving,Agriculture,High,Partial,Low,Fully_Paid,0,0,Moderate,0,25,1,1,0,7,Off_Campus,Fair,Moderate,1,17,Low,Somewhat_Clear,Moderate,1,0,0,1
22,Female,Anambra,356,Single,0,235,Public,4.78,3,2.61,12,34,11,2,Declining,Arts,High,None,Medium,Fully_Paid,1,0,Moderate,4,18,0,1,1,1,Campus_Hostel,Poor,Moderate,0,0,High,Very_Clear,High,2,1,0,1
21,Female,Ogun,42,Married,0,231,Public,4.51,1,4.34,19,47,4,2,Improving,Agriculture,Moderate,None,Medium,Fully_Paid,1,0,Moderate,14,28,0,0,1,2,Private_Hostel,Good,High,0,14,Moderate,Clear,Low,4,0,0,0
23,Female,Ekiti,515,Single,0,334,Private,3.97,2,2.76,26,60,12,7,Stable,Law,Moderate,Full,Medium,Fully_Paid,0,1,Very_High,8,1,0,1,1,4,Living_with_Family,Fair,Moderate,1,0,Moderate,Clear,Moderate,0,0,0,1
23,Male,Cross_River,328,Single,1,295,Public,2.67,4,3.95,15,67,11,6,Improving,Science,High,None,Low,Fully_Paid,0,0,High,10,2,1,1,0,3,Campus_Hostel,Good,Moderate,0,0,Moderate,Unclear,High,4,0,1,0
16,Male,Edo,37,Single,1,337,Public,2.79,3,3.13,15,64,13,2,Declining,Business_Admin,High,Partial,Low,Partially_Paid,0,1,Low,1,15,0,0,0,5,Private_Hostel,Poor,Very_High,0,16,High,Somewhat_Clear,High,2,0,0,1
16,Male,Rivers,334,Married,0,237,Public,4.03,5,3.46,16,57,13,2,Stable,Social_Sciences,Very_High,Partial,High,Fully_Paid,1,1,High,1,17,0,0,1,2,Campus_Hostel,Good,High,1,16,Moderate,Unclear,High,0,0,0,0
19,Female,Kaduna,557,Married,0,294,Public,3.1,3,1.99,23,34,8,4,Improving,Environmental_Studies,Moderate,None,Low,Fully_Paid,0,1,Moderate,13,13,1,1,1,5,Campus_Hostel,Fair,Low,0,5,Very_High,Somewhat_Clear,High,4,0,0,1
17,Female,Katsina,707,Single,0,272,Public,4.9,2,3.19,21,94,12,1,Improving,Environmental_Studies,Low,None,High,Fully_Paid,0,0,Moderate,13,23,1,0,0,7,Campus_Hostel,Good,High,0,8,High,Somewhat_Clear,High,3,0,0,0
23,Female,Katsina,559,Single,0,193,Private,3.77,2,2.7,29,98,3,6,Declining,Science,Moderate,None,Medium,Fully_Paid,1,0,High,7,24,1,1,1,5,Off_Campus,Good,Moderate,1,5,Moderate,Somewhat_Clear,Very_Low,1,1,1,1
26,Female,Delta,684,Single,0,231,Public,3.93,3,2.85,18,80,9,6,Declining,Agriculture,High,None,Low,Fully_Paid,0,1,High,5,25,0,1,0,7,Off_Campus,Good,Very_High,1,5,Moderate,Somewhat_Clear,Very_Low,4,0,0,1
16,Male,Lagos,239,Single,1,349,Public,4.2,1,3.06,28,63,2,4,Improving,Engineering,Moderate,Partial,Low,Owing,0,1,High,10,14,0,0,0,6,Off_Campus,Fair,Low,0,5,High,Somewhat_Clear,Moderate,0,0,1,1
25,Male,Enugu,424,Single,0,322,Public,3.51,1,3.63,23,62,11,5,Stable,Science,Very_High,None,Medium,Fully_Paid,0,1,Low,9,29,0,0,1,8,Living_with_Family,Good,High,0,13,Very_High,Clear,Very_Low,0,1,1,1
24,Female,Rivers,792,Single,1,255,Public,3.14,3,2.3,18,75,5,2,Declining,Environmental_Studies,High,None,Medium,Fully_Paid,0,1,Moderate,9,9,0,0,1,2,Campus_Hostel,Fair,Very_High,1,17,Low,Somewhat_Clear,Very_High,2,0,0,1
23,Male,Cross_River,597,Single,0,190,Public,3.63,2,4.01,27,49,0,3,Declining,Agriculture,Low,None,Low,Fully_Paid,1,1,Moderate,13,28,0,1,1,6,Living_with_Family,Poor,Low,0,19,Moderate,Somewhat_Clear,Low,4,0,0,0
17,Female,Ekiti,403,Single,0,317,Public,2.07,1,4.34,21,79,10,7,Declining,Education,Very_High,Full,Medium,Fully_Paid,0,0,Low,10,25,1,0,1,3,Private_Hostel,Poor,High,1,18,High,Unclear,High,2,0,0,0
20,Male,Katsina,528,Married,0,181,Private,3.61,1,1.76,22,67,7,4,Stable,Engineering,Low,Partial,Low,Fully_Paid,0,0,Low,9,3,0,0,1,3,Living_with_Family,Fair,Low,1,5,Moderate,Unclear,Low,4,0,1,1
20,Male,Borno,249,Married,0,223,Private,4.49,4,4.66,21,91,6,0,Declining,Science,Moderate,Full,Low,Fully_Paid,0,1,Low,14,27,0,0,0,9,Campus_Hostel,Fair,Moderate,1,18,Moderate,Very_Unclear,High,2,1,1,0
20,Male,Borno,57,Single,0,227,Private,4.56,3,3.26,19,45,8,2,Stable,Arts,Moderate,None,Low,Partially_Paid,1,1,Moderate,6,6,1,0,0,3,Private_Hostel,Good,Moderate,1,14,High,Unclear,High,1,1,0,0
20,Female,Kaduna,661,Single,0,290,Public,4.99,2,4.5,12,92,2,7,Improving,Law,High,None,Medium,Partially_Paid,0,0,High,8,8,0,0,1,2,Private_Hostel,Good,Low,1,13,High,Somewhat_Clear,High,4,0,0,0
25,Male,Imo,662,Single,0,185,Public,2.27,2,4.77,18,94,14,1,Declining,Engineering,Low,Partial,Medium,Owing,0,1,Low,8,8,0,0,0,1,Living_with_Family,Good,High,0,3,High,Clear,High,4,0,1,1
24,Female,Katsina,357,Single,0,224,Private,3.65,5,2.15,27,93,4,2,Declining,Environmental_Studies,Moderate,None,Low,Fully_Paid,0,1,Low,12,13,0,0,0,8,Off_Campus,Fair,Very_High,0,12,High,Very_Unclear,Very_Low,3,0,0,1
19,Male,Cross_River,96,Single,0,292,Private,4.81,2,4.92,18,62,14,0,Declining,Agriculture,High,None,Medium,Partially_Paid,1,1,Low,12,28,0,0,0,7,Off_Campus,Fair,High,0,0,Low,Somewhat_Clear,Very_High,1,0,0,0
21,Male,Delta,352,Single,0,320,Public,4.1,4,2.19,20,46,11,7,Improving,Science,High,None,Low,Fully_Paid,1,0,Moderate,14,13,0,0,0,8,Campus_Hostel,Poor,High,1,17,High,Clear,Moderate,4,0,1,1
25,Male,Rivers,544,Single,0,318,Public,3.73,2,4.13,18,40,9,4,Stable,Medicine,High,None,Medium,Fully_Paid,1,1,High,9,4,1,0,1,2,Living_with_Family,Excellent,Low,1,11,Very_Low,Very_Unclear,Moderate,0,0,1,0
22,Female,Lagos,586,Single,0,301,Private,3.12,2,3.64,28,42,5,1,Stable,Business_Admin,Moderate,Full,High,Fully_Paid,0,1,Moderate,9,15,1,0,1,9,Living_with_Family,Good,Moderate,0,4,Low,Somewhat_Clear,Low,4,0,0,0
21,Male,Kaduna,321,Single,1,232,Private,3.63,1,2.44,21,99,1,5,Declining,Arts,Moderate,Partial,Low,Partially_Paid,0,1,High,8,3,1,0,1,6,Campus_Hostel,Good,High,1,11,Low,Very_Unclear,High,2,0,0,1
19,Male,Delta,766,Single,0,248,Public,2.68,1,4.02,17,74,0,2,Stable,Science,Very_High,None,Low,Partially_Paid,0,1,Moderate,5,27,0,0,0,1,Living_with_Family,Fair,Moderate,0,5,High,Somewhat_Clear,Low,1,1,1,0
23,Female,Anambra,236,Single,0,194,Public,4.25,1,4.08,22,32,12,5,Improving,Agriculture,Low,None,Low,Partially_Paid,1,0,Moderate,4,11,0,0,1,7,Off_Campus,Fair,High,0,8,High,Somewhat_Clear,Very_Low,0,0,0,0
25,Female,Katsina,322,Single,0,246,Private,2.33,2,4.8,22,47,9,4,Stable,Law,Moderate,Full,Low,Partially_Paid,0,1,Low,13,14,1,1,0,8,Campus_Hostel,Good,Low,0,7,Moderate,Clear,High,4,0,0,0
22,Female,Kaduna,396,Single,0,276,Private,4.9,1,3.73,17,92,13,1,Stable,Education,High,None,Low,Fully_Paid,1,1,Low,12,1,0,0,0,7,Off_Campus,Fair,Very_High,0,5,Very_High,Very_Clear,High,2,0,0,0
24,Female,Lagos,682,Single,0,312,Private,3.82,4,1.78,16,89,7,3,Declining,Environmental_Studies,Very_High,Partial,Medium,Owing,1,0,Moderate,2,17,0,1,0,1,Off_Campus,Fair,High,0,15,Low,Somewhat_Clear,Very_Low,2,0,0,1
22,Female,Imo,615,Single,0,341,Public,2.82,1,4.62,26,91,3,5,Stable,Law,Moderate,Partial,Medium,Owing,0,1,Very_High,13,9,1,0,0,7,Campus_Hostel,Excellent,Very_High,0,14,Very_Low,Somewhat_Clear,High,0,0,0,0
22,Female,Edo,725,Single,0,275,Public,3.21,3,2.65,20,80,6,2,Improving,Engineering,Low,Partial,Low,Fully_Paid,0,0,Low,13,22,1,0,1,9,Private_Hostel,Good,Moderate,1,13,High,Very_Unclear,Moderate,3,0,1,0
26,Female,Lagos,523,Single,0,318,Private,2.18,2,4.4,20,30,13,3,Stable,Medicine,Moderate,Partial,Medium,Fully_Paid,0,0,Moderate,3,26,0,1,0,4,Private_Hostel,Good,High,0,11,Low,Clear,Very_Low,2,0,1,0
24,Male,Edo,262,Single,0,199,Private,2.1,2,3.3,23,72,10,5,Improving,Education,High,None,Low,Fully_Paid,1,1,Very_High,1,5,0,0,1,8,Campus_Hostel,Good,Moderate,0,17,Very_High,Very_Clear,Very_High,4,0,0,0
16,Male,Kano,244,Single,0,270,Private,4.94,1,3.18,19,40,0,1,Stable,Education,Moderate,None,Low,Owing,0,0,Very_High,9,17,1,0,1,8,Off_Campus,Excellent,High,1,11,Moderate,Very_Unclear,Moderate,1,0,0,0
23,Male,Edo,241,Single,0,267,Public,3.44,4,2.6,17,81,0,7,Stable,Science,Very_High,None,Low,Owing,1,1,Moderate,1,26,1,1,1,4,Campus_Hostel,Fair,Moderate,0,6,Very_High,Very_Unclear,Low,4,0,1,0
26,Female,Borno,541,Single,0,180,Public,3.09,2,2.02,12,34,6,3,Stable,Education,High,Partial,High,Fully_Paid,0,1,High,3,10,0,0,0,4,Off_Campus,Good,Moderate,0,7,High,Somewhat_Clear,Moderate,3,0,0,1
25,Female,Kano,166,Single,0,308,Public,3.47,1,2.38,14,85,8,3,Stable,Business_Admin,Very_High,Partial,Low,Owing,1,1,High,1,11,1,1,0,5,Campus_Hostel,Good,Moderate,0,2,Moderate,Somewhat_Clear,Low,0,0,0,1
26,Female,Rivers,180,Single,0,262,Private,4.32,1,1.87,28,54,2,0,Declining,Law,High,Full,Low,Owing,0,1,Moderate,6,24,0,0,0,8,Living_with_Family,Good,High,1,8,Moderate,Very_Unclear,Moderate,3,0,0,1
24,Male,Rivers,26,Single,0,237,Public,3.71,1,4.03,12,35,4,3,Stable,Education,High,Full,Medium,Fully_Paid,0,1,Low,6,14,1,0,0,4,Campus_Hostel,Fair,Moderate,0,1,Low,Very_Unclear,High,2,0,0,0
23,Male,Ogun,727,Single,0,206,Public,4.67,2,1.56,20,61,9,4,Declining,Education,Very_High,Full,Medium,Fully_Paid,0,1,High,2,6,1,0,0,4,Campus_Hostel,Good,Moderate,0,9,Moderate,Unclear,Moderate,4,0,0,1
19,Male,Delta,96,Single,1,189,Private,2.44,1,3.78,17,30,8,6,Improving,Environmental_Studies,Low,None,Low,Partially_Paid,0,1,Moderate,13,4,0,1,0,2,Campus_Hostel,Good,Moderate,0,9,High,Clear,High,4,0,0,0
21,Female,Delta,409,Single,0,319,Public,3.96,1,3.28,25,67,13,0,Improving,Social_Sciences,High,Partial,Low,Owing,0,0,High,7,9,0,0,0,9,Off_Campus,Poor,Low,0,8,Moderate,Unclear,High,2,0,0,1
24,Male,Ogun,110,Single,0,265,Public,2.76,1,2.34,29,59,12,3,Declining,Education,Very_High,None,Medium,Fully_Paid,1,1,High,0,16,1,0,0,6,Campus_Hostel,Good,High,1,17,Very_Low,Unclear,Moderate,1,0,0,1
16,Female,Edo,779,Single,0,280,Public,2.11,3,3.7,14,33,13,2,Declining,Social_Sciences,Moderate,None,Low,Partially_Paid,1,0,Moderate,5,29,0,0,1,6,Off_Campus,Fair,Moderate,0,15,Moderate,Clear,Low,2,0,0,1
18,Female,Katsina,223,Single,0,277,Private,4.5,2,1.89,12,79,12,2,Declining,Engineering,Moderate,None,Medium,Fully_Paid,0,0,High,0,12,0,0,1,2,Living_with_Family,Good,Moderate,1,13,Very_High,Somewhat_Clear,Low,3,0,1,1
17,Male,Kaduna,184,Single,0,282,Public,4.74,3,2.88,20,63,0,2,Improving,Education,Moderate,Partial,High,Partially_Paid,1,1,Moderate,9,12,1,0,1,5,Off_Campus,Fair,Moderate,0,8,Moderate,Very_Unclear,High,1,0,0,0
18,Male,Borno,243,Single,0,238,Public,4.19,1,1.76,18,38,5,7,Stable,Arts,High,None,High,Fully_Paid,1,1,Low,3,13,1,0,0,3,Private_Hostel,Good,High,0,3,Moderate,Clear,Low,2,0,0,1
24,Female,Oyo,776,Single,0,263,Public,3.91,4,2.01,25,51,2,7,Declining,Science,High,Full,Low,Fully_Paid,1,0,Moderate,13,15,0,0,0,6,Living_with_Family,Good,Low,1,6,Low,Somewhat_Clear,High,0,0,1,1
24,Male,Oyo,139,Single,0,183,Public,4.61,4,3.92,25,44,11,4,Stable,Business_Admin,Moderate,Partial,Low,Partially_Paid,1,0,Moderate,14,7,1,1,1,1,Living_with_Family,Excellent,Moderate,0,7,Moderate,Somewhat_Clear,Moderate,3,0,0,0
20,Male,Ogun,163,Single,0,280,Public,2.58,1,2.24,20,70,9,4,Improving,Medicine,Moderate,None,Medium,Partially_Paid,0,1,Low,0,2,1,1,1,7,Private_Hostel,Good,Moderate,1,13,High,Somewhat_Clear,Very_Low,1,1,1,1
27,Male,Imo,86,Single,0,224,Public,2.25,3,4.29,18,77,11,6,Stable,Agriculture,Low,None,Low,Fully_Paid,1,0,Low,11,25,0,0,1,1,Living_with_Family,Good,High,0,14,Very_Low,Unclear,High,1,0,0,0
19,Male,Oyo,603,Single,0,288,Public,4.26,1,2.84,26,97,4,2,Stable,Environmental_Studies,High,Partial,Low,Owing,1,0,High,8,14,0,0,0,3,Off_Campus,Good,Moderate,1,3,Low,Somewhat_Clear,Low,0,0,0,1
22,Female,Oyo,399,Single,0,250,Public,2.28,2,1.98,27,42,9,1,Improving,Medicine,High,None,Low,Partially_Paid,0,0,High,1,28,1,0,0,2,Campus_Hostel,Excellent,Low,1,4,Moderate,Clear,Very_Low,0,0,1,1
17,Female,Kano,657,Single,0,301,Public,4.53,3,4.57,12,66,8,7,Improving,Engineering,High,None,Low,Owing,0,0,Moderate,8,29,0,0,1,2,Off_Campus,Excellent,High,0,17,High,Somewhat_Clear,High,4,0,1,0
23,Female,Imo,154,Single,0,221,Public,3.78,1,4.22,15,92,12,0,Stable,Environmental_Studies,High,Partial,High,Owing,0,1,Moderate,6,9,0,0,1,8,Private_Hostel,Good,Very_High,0,5,Moderate,Clear,Very_High,3,0,0,0
20,Female,Ogun,127,Single,0,334,Public,3.03,3,2.58,12,58,5,7,Stable,Law,Very_High,Full,Low,Fully_Paid,1,1,Moderate,14,4,0,1,0,2,Off_Campus,Good,High,0,7,High,Very_Unclear,Low,1,0,0,0
21,Female,Kano,627,Single,0,198,Private,3.46,2,2.86,20,73,14,2,Improving,Law,High,Partial,Low,Fully_Paid,0,1,Low,0,1,1,0,1,4,Campus_Hostel,Excellent,Low,0,19,Moderate,Somewhat_Clear,High,3,1,0,1
24,Male,Ogun,409,Single,0,204,Public,4.93,1,1.93,25,88,9,5,Declining,Environmental_Studies,High,None,Low,Partially_Paid,0,1,Low,3,18,1,1,0,1,Campus_Hostel,Excellent,High,0,10,Very_Low,Clear,High,4,0,0,1
16,Female,Rivers,340,Single,0,321,Public,3.08,2,2.44,22,55,11,4,Declining,Social_Sciences,High,Full,Low,Partially_Paid,0,0,Moderate,1,25,0,0,0,5,Campus_Hostel,Good,Moderate,0,17,Very_High,Very_Unclear,Very_High,3,0,0,1
16,Male,Rivers,434,Single,0,235,Private,3.07,1,1.99,29,97,10,1,Stable,Education,Moderate,Full,Medium,Owing,1,0,Moderate,9,7,0,0,0,3,Living_with_Family,Good,Low,0,12,High,Unclear,Moderate,0,0,0,1
21,Male,Rivers,217,Single,0,256,Private,2.54,1,4.25,16,40,7,6,Stable,Arts,High,None,High,Fully_Paid,1,1,Very_High,10,26,0,0,1,3,Living_with_Family,Fair,Low,0,9,High,Unclear,Very_High,1,0,0,0
23,Male,Edo,186,Single,0,212,Public,2.12,1,2.52,17,46,0,5,Stable,Environmental_Studies,Very_High,None,Low,Fully_Paid,1,1,Moderate,13,25,0,0,1,2,Campus_Hostel,Good,Low,0,7,Low,Somewhat_Clear,High,2,0,0,0
26,Female,Delta,769,Single,0,250,Public,3.58,2,4.5,21,61,5,0,Declining,Environmental_Studies,Moderate,None,Medium,Partially_Paid,0,0,Low,0,24,0,1,1,5,Campus_Hostel,Good,High,0,17,Low,Clear,Moderate,1,0,0,0
22,Male,Enugu,97,Single,0,194,Public,3.41,3,4.44,22,60,10,7,Stable,Science,Low,None,High,Partially_Paid,1,1,High,10,9,0,0,0,4,Private_Hostel,Fair,High,1,7,Moderate,Very_Unclear,Low,1,0,1,0
